fc5a.1df0.d160;10.47.45.213;2/4.1/0;online;7337;2;2699;2;;ZARATE1;3/02/2020 14:24;U
fc5a.1d80.bee0;10.204.32.29;9/5.1/0;online;5019;5;3154;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d80.b740;10.204.36.80;10/0.1/0;online;5129;5;3745;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d80.b320;10.204.25.6;12/5.1/0;online;3127;5.2;3377;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d80.8ea0;10.204.34.159;10/0.1/0;online;6070;5;3740;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d80.7b00;10.204.37.45;8/13.1/0;online;4650;4.7;3991;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d80.7570;10.204.38.131;5/8.1/0;online;1681;4.7;2963;2;;SAN JOSE3;3/02/2020 14:20;U
fc5a.1d59.3df0;10.234.46.245;9/13.1/0;online;1827;5;2915;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.3da0;10.234.42.197;4/9.1/0;online;569;5;2621;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.3d40;10.234.37.65;8/5.1/0;online;2621;5.5;2939;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.3d20;10.234.68.59;13/8.1/0;online;2913;5.5;3432;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.2fa0;10.234.4.84;12/8.1/0;online;1449;5;2802;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.2f40;10.234.16.70;8/5.1/0;online;2359;5.2;2933;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.2e20;10.234.32.87;10/13.1/0;online;7757;4.7;3086;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.2980;10.234.27.208;12/0.1/0;online;4183;3.2;3038;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1b30;10.234.68.118;8/7.0/0;online;5169;5;2724;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1a70;10.234.23.171;9/10.1/0;online;6587;4.5;2754;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1a20;10.234.49.3;9/5.0/0;online;1713;5;2631;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1720;10.234.41.218;5/9.1/0;online;5184;5;3205;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.13b0;10.234.49.75;8/12.1/0;online;3841;5;2708;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1380;10.234.1.221;12/4.1/0;online;7814;5.5;2921;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.12b0;10.234.12.156;10/12.1/0;online;3417;4.7;3081;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.1280;10.234.15.147;10/7.1/0;online;6057;5;2999;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.11e0;10.234.71.145;13/9.0/0;online;5710;4.7;3433;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.0ce0;10.234.56.133;13/13.1/0;online;2882;4.5;2822;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.07d0;10.234.72.19;9/12.1/0;online;6488;5;2903;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.0610;10.234.10.177;4/5.0/0;online;2683;5;2944;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d59.0560;10.234.12.63;12/4.1/0;online;4890;3.7;2913;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.f6a0;10.234.27.53;13/3.1/0;online;248;5.5;2880;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.f400;10.234.64.111;11/14.0/0;online;2086;4.7;2663;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.de60;10.234.9.217;11/15.1/0;online;2741;5;2943;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.dd10;10.234.46.5;9/10.0/0;online;1688;5.5;2750;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.be60;10.234.26.40;5/4.0/0;online;8113;5;3210;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.be20;10.234.45.55;12/15.1/0;online;6943;5;2869;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.ba00;10.234.27.178;11/3.0/0;online;5236;5.2;3029;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.b9a0;10.234.24.128;9/4.1/0;online;4717;5.2;2645;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.b780;10.234.71.175;8/1.1/0;online;2066;5.2;2848;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.b620;10.234.42.246;5/9.1/0;online;4978;5.5;3198;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.b250;10.234.50.172;12/4.1/0;online;1284;5.5;2932;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.afa0;10.234.71.211;11/3.0/0;online;98;4.7;3078;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.a6b0;10.234.10.143;8/11.1/0;online;680;5;2918;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.a570;10.234.57.105;5/1.1/0;online;1812;5;3289;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.8db0;10.234.8.60;4/13.0/0;online;331;5;3045;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.83c0;10.234.57.15;5/12.1/0;online;2178;5.5;2931;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.78d0;10.234.1.170;5/7.1/0;online;4872;5;3095;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.7360;10.234.57.193;4/1.1/0;online;3927;5;2764;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5ef0;10.234.33.206;12/15.0/0;online;3640;5;2875;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5cd0;10.234.30.220;4/5.1/0;online;976;5;2957;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5cc0;10.234.44.100;13/3.1/0;online;4912;5;2852;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5ca0;10.234.27.82;13/12.1/0;online;7347;5;2809;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5280;10.234.37.143;10/2.1/0;online;1162;4.7;3318;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.5070;10.234.42.37;8/11.1/0;online;1453;5;2923;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.4d40;10.234.48.213;4/4.1/0;online;1398;5;2953;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.49d0;10.234.13.193;11/14.1/0;online;2671;4.5;2649;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.46c0;10.234.31.233;11/6.1/0;online;189;5.2;3272;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.4500;10.234.7.92;10/6.0/0;online;1140;5;3085;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.3f90;10.234.73.18;12/12.1/0;online;7043;5;2882;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.3d60;10.234.43.87;5/12.0/0;online;4842;5;2898;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.3cd0;10.234.1.49;10/8.1/0;online;4805;5;3138;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.3980;10.234.0.234;10/13.1/0;online;6886;5;3082;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.3970;10.234.58.96;11/9.1/0;online;5147;0;2856;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.38d0;10.234.41.225;9/11.0/0;online;290;5;2729;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.38a0;10.234.14.187;9/13.1/0;online;6812;5;2890;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.2d70;10.234.47.248;11/11.1/0;online;7255;5.2;2786;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.20f0;10.234.25.115;11/4.0/0;online;3748;5;2971;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.12f0;10.234.25.83;10/13.1/0;online;5935;5;3118;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.12b0;10.234.25.116;5/9.1/0;online;1303;5.2;3165;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.0d50;10.234.37.12;12/9.1/0;online;5767;5;2777;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.0d40;10.234.70.126;8/6.1/0;online;6603;5;2720;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.0b50;10.234.47.24;8/13.0/0;online;6697;5;2700;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.0660;10.234.45.98;4/10.1/0;online;985;5;2760;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.0480;10.234.48.17;11/3.0/0;online;6045;5;3098;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d58.03d0;10.234.9.82;13/4.1/0;online;2717;5;2678;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d57.f930;10.234.26.176;5/12.0/0;online;2169;5;2892;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d57.f870;10.234.47.128;10/2.1/0;online;8075;5.2;3253;2;;CHICLAYO2;3/02/2020 14:20;U
fc5a.1d57.f800;10.234.67.104;11/15.0/0;online;2678;5.5;2955;2;;CHICLAYO2;3/02/2020 14:20;U
